,Customer_ID,snapshot_date,fe_1,fe_2,fe_3,fe_4,fe_5,fe_6,fe_7,fe_8,fe_9,fe_10,fe_11,fe_12,fe_13,fe_14,fe_15,fe_16,fe_17,fe_18,fe_19,fe_20,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Age,Occupation
2813,CUS_0xa7d0,2023-10-01,0,95,237,225,136,-4,277,-181,118,87,-89,118,10,2,167,-54,124,-40,193,141,70913.4,6126.45,8,4,12.0,3.0,"Home Equity Loan, Auto Loan, and Mortgage Loan",15,12,3.24,2.0,Good,908.97,33.248783,22,No,60212.0,80.5843,High_spent_Large_value_payments,617.51654,36,Others
2814,CUS_0xa814,2023-10-01,102,51,93,258,63,312,63,307,63,284,152,143,-120,-11,81,236,126,284,115,208,143961.64,12106.804,4,5,16.0,2.0,"Home Equity Loan, and Credit-Builder Loan",6,10,2.95,6.0,Standard,202.76,31.677399,22,Yes,215.32748,656.6462,Low_spent_Medium_value_payments,618.70667,49,Accountant
2815,CUS_0xa82c,2023-10-01,141,279,-69,89,323,-69,187,134,-17,163,-40,-180,-107,-11,121,202,147,177,241,-82,25838.55,2163.2124,4,3,15.0,1.0,Credit-Builder Loan,26,15,11.73,2.0,Standard,6.41,25.35529,24,Yes,21.344362,240.39195,Low_spent_Small_value_payments,244.58493,22,Media_Manager
2816,CUS_0xa8c,2023-10-01,5,158,119,69,27,184,-99,70,168,184,352,366,51,97,156,63,129,-12,228,70,29212.86,2494.405,5,4,7.0,1.0,Credit-Builder Loan,8,8,11.16,4.0,Good,37.16,26.006845,19,No,19.328972,249.9035,Low_spent_Small_value_payments,270.208,21,Scientist
2817,CUS_0xa8ed,2023-10-01,128,-109,142,159,167,185,261,76,262,38,157,249,-68,249,-200,270,42,113,163,42,74866.6,5964.8833,5,4,32.0,5.0,"Auto Loan, Credit-Builder Loan, Payday Loan, Payday Loan, and Home Equity Loan",21,13,10.3,10.0,Unknown,1798.0,32.096188,8,Yes,277.45804,367.08078,Low_spent_Large_value_payments,221.94951,24,Teacher
2818,CUS_0xa940,2023-10-01,321,42,205,341,144,19,142,125,191,268,-104,71,7,-61,119,102,77,116,63,-33,10316.45,811.70416,7,5,12.0,3.0,"Auto Loan, Payday Loan, and Personal Loan",6,11,1.63,6.0,Unknown,183.94,30.127094,25,No,17.47116,65.07188,Unknown,288.62738,47,Journalist
2819,CUS_0xa95d,2023-10-01,104,10,278,16,87,97,306,189,222,192,211,46,-34,8,101,28,293,103,88,104,38690.04,3074.17,5,3,16.0,2.0,"Student Loan, and Auto Loan",11,14,12.39,7.0,Standard,590.94,33.032406,31,Yes,40.095337,204.46266,High_spent_Small_value_payments,322.859,47,Architect
2820,CUS_0xa9d1,2023-10-01,184,103,242,218,159,2,127,120,43,98,57,157,108,76,139,91,182,203,-25,199,20455.05,1959.5875,7,8,29.0,9.0,"Mortgage Loan, Not Specified, Mortgage Loan, Student Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, Credit-Builder Loan, and Debt Consolidation Loan",26,17,1.14,13.0,Bad,1416.41,24.556755,8,Yes,92.91726,130.32076,Unknown,262.72073,29,Others
2821,CUS_0xaadf,2023-10-01,-63,-54,279,156,7,37,50,147,203,108,93,144,72,77,102,306,358,265,68,41,111117.6,9378.8,7,6,7.0,0.0,Unknown,29,17,1.07,3.0,Standard,1440.03,41.788807,23,No,0.0,802.51355,High_spent_Medium_value_payments,844.5126,34,Others
2822,CUS_0xab3a,2023-10-01,94,157,150,128,37,108,293,42,92,68,279,136,143,63,64,99,188,175,145,101,86304.38,6471.4404,5,2,12.0,1.0,Debt Consolidation Loan,3,10,2.67,1.0,Good,6.41,32.902195,32,No,748.23706,441.842,High_spent_Small_value_payments,461.31512,20,Developer
2823,CUS_0xab9e,2023-10-01,-64,34,195,75,2,203,83,337,95,-14,123,219,-21,82,189,82,194,129,156,191,50513.12,4239.427,7,6,10.0,2.0,"Payday Loan, and Debt Consolidation Loan",25,10,4.55,4.0,Good,456.26,28.149439,32,No,72.745056,374.82654,Low_spent_Medium_value_payments,256.37106,20,Others
2824,CUS_0xac3b,2023-10-01,14,54,-69,35,236,230,288,204,123,277,8,59,92,-31,43,51,163,5,101,50,35249.28,2667.44,0,4,2.0,4.0,"Auto Loan, Personal Loan, Debt Consolidation Loan, and Auto Loan",4,7,1.55,2.0,Unknown,1033.32,32.073,27,NM,114.31315,107.325096,High_spent_Medium_value_payments,295.10574,21,Mechanic
2825,CUS_0xac54,2023-10-01,81,208,110,152,168,56,122,108,253,-33,-55,3,114,33,-80,147,66,126,162,178,35149.91,2703.1592,4,6,15.0,0.0,Unknown,15,9,8.0,1.0,Standard,476.09,38.826805,22,Yes,0.0,97.39083,Low_spent_Small_value_payments,462.92508,32,Accountant
2826,CUS_0xaf1b,2023-10-01,102,183,62,205,274,99,193,127,-178,100,102,28,112,163,21,83,162,7,109,105,16708.07,1359.3391,6,9,22.0,8.0,"Personal Loan, Student Loan, Personal Loan, Student Loan, Home Equity Loan, Not Specified, Home Equity Loan, and Personal Loan",55,18,8.47,12.0,Bad,2674.89,27.864737,15,Yes,76.273674,127.470215,Low_spent_Medium_value_payments,212.19003,36,Media_Manager
2827,CUS_0xaf81,2023-10-01,19,278,60,187,110,130,44,125,-39,239,-30,135,120,68,192,100,58,150,52,-206,57180.88,4584.073,3,4,9.0,0.0,Unknown,7,11,3.89,2.0,Good,1126.79,34.862553,19,No,0.0,385.29523,Low_spent_Medium_value_payments,353.11212,44,Entrepreneur
2828,CUS_0xafc3,2023-10-01,120,-23,142,91,39,158,25,-18,-11,233,-11,90,104,119,297,111,215,188,85,214,14901.88,1362.8234,7,7,13.0,1.0,Personal Loan,13,17,10.38,3.0,Standard,932.33,38.73478,19,No,7.29328,60.494366,Low_spent_Small_value_payments,358.4947,24,Developer
2829,CUS_0xafce,2023-10-01,166,-42,245,6,177,89,143,7,114,292,-2,155,145,-25,52,94,216,147,263,155,40063.22,3305.6016,2,5,11.0,3.0,"Personal Loan, Payday Loan, and Student Loan",15,10,11.37,2.0,Unknown,883.31,33.54905,28,No,90.562675,105.7708,Unknown,384.22668,43,Engineer
2830,CUS_0xb004,2023-10-01,0,102,239,141,45,-23,15,119,231,210,207,101,141,-51,59,150,-32,224,-32,125,10563.445,751.2871,7,5,12.0,1.0,Debt Consolidation Loan,17,17,4.2,1804.0,Standard,984.62,35.239307,17,No,5.9686346,61.34688,Low_spent_Small_value_payments,297.8132,54,Developer
2831,CUS_0xb014,2023-10-01,-134,134,89,130,72,96,284,178,24,285,65,-40,214,271,6,82,270,117,-111,174,83062.28,7162.8564,7,9,33.0,5.0,"Student Loan, Student Loan, Not Specified, Credit-Builder Loan, and Home Equity Loan",19,17,6.52,12.0,Bad,2173.72,36.391415,17,Yes,176.31914,150.58345,High_spent_Small_value_payments,649.38306,28,Others
2832,CUS_0xb021,2023-10-01,96,-146,232,135,-4,4,120,171,123,-47,-45,76,144,72,114,24,-132,9,163,-64,64674.2,5675.5166,9,7,17.0,6.0,"Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, Payday Loan, Mortgage Loan, and Personal Loan",58,23,1.71,12.0,Bad,2374.96,26.147614,11,Yes,197.22688,346.89117,Low_spent_Large_value_payments,293.43362,30,Scientist
2833,CUS_0xb037,2023-10-01,148,204,68,-44,220,195,257,42,104,175,64,85,179,-18,19,130,180,-13,96,-75,12287.43,1119.9525,4,3,19.0,2.0,"Home Equity Loan, and Student Loan",8,13,12.21,7.0,Standard,1271.65,34.479065,6,NM,14.308028,98.98822,Low_spent_Small_value_payments,288.699,44,Musician
2834,CUS_0xb03b,2023-10-01,1,-23,219,-1,57,265,181,108,19,-7,49,108,132,37,235,-150,107,36,136,149,18869.78,1770.4817,9,5,32.0,6.0,"Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, Mortgage Loan, Student Loan, and Home Equity Loan",38,21,6.27,11.0,Bad,1935.65,34.096027,9,Yes,56.84103,56.168804,High_spent_Small_value_payments,324.03833,42,Entrepreneur
2835,CUS_0xb079,2023-10-01,172,-5,-6,259,290,-100,198,141,165,-52,52,189,231,295,205,99,100,187,-47,-83,78570.64,6425.553,6,7,22.0,9.0,"Student Loan, Not Specified, Student Loan, Personal Loan, Debt Consolidation Loan, Student Loan, Student Loan, Home Equity Loan, and Personal Loan",53,18,17.65,13.0,Bad,2627.87,37.592655,1,NM,449.88873,102.47683,High_spent_Medium_value_payments,340.1898,45,Others
2836,CUS_0xb091,2023-10-01,59,181,-57,138,106,28,154,212,60,23,-37,-47,109,169,117,116,276,49,42,112,39327.92,3233.3267,1,6,11.0,1.0,Not Specified,16,3,1.51,6.0,Unknown,127.29,38.63206,31,No,19.809761,89.93499,Low_spent_Large_value_payments,483.58792,56,Mechanic
2837,CUS_0xb122,2023-10-01,288,187,52,42,61,92,200,282,115,159,70,156,292,158,79,112,40,108,-167,-26,106949.49,8988.457,3,5,1.0,0.0,Unknown,22,9,10.04,0.0,Good,869.45,26.64826,16,No,0.0,221.85739,High_spent_Large_value_payments,916.98834,32,Lawyer
2838,CUS_0xb131,2023-10-01,149,157,125,181,160,-90,2,68,31,89,-20,252,-141,147,109,151,238,100,129,189,17708.33,1692.6942,8,9,23.0,7.0,"Personal Loan, Debt Consolidation Loan, Home Equity Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, and Payday Loan",26,21,7.81,11.0,Bad,2250.37,35.597397,14,Yes,64.02306,44.607822,High_spent_Medium_value_payments,310.63852,46,Journalist
2839,CUS_0xb13e,2023-10-01,10,80,199,28,133,-172,212,226,-5,181,278,239,145,100,0,-58,12,-45,-59,4,87477.45,7427.7876,3,5,7.0,0.0,Unknown,3,8,2.17,8.0,Good,18.31,31.62862,16,No,0.0,61.137814,High_spent_Large_value_payments,921.6409,28,Accountant
2840,CUS_0xb16c,2023-10-01,58,314,148,-37,26,177,97,147,164,250,217,35,207,126,205,72,-98,96,43,184,38261.7,3088.475,6,4,12.0,4.0,"Auto Loan, Not Specified, Debt Consolidation Loan, and Credit-Builder Loan",28,14,4.59,0.0,Standard,1194.12,34.69955,26,No,84.70736,145.2723,High_spent_Small_value_payments,338.86786,23,Architect
2841,CUS_0xb1da,2023-10-01,186,157,177,185,29,105,148,55,5,295,25,67,-12,-131,167,22,93,-103,21,199,110721.66,9259.805,3,7,15.0,4.0,"Credit-Builder Loan, Not Specified, Not Specified, and Auto Loan",14,13,3.15,6.0,Unknown,281.42,28.6203,26,No,209.24545,131.55627,High_spent_Medium_value_payments,835.1788,35,Doctor
2842,CUS_0xb20f,2023-10-01,106,151,107,115,54,45,-116,49,58,196,94,34,11,56,169,150,54,187,98,112,133628.52,11298.71,3,1224,3.0,0.0,Unknown,11,12,3.88,7.0,Good,135.75,39.15136,18,No,0.0,250.72206,High_spent_Medium_value_payments,1129.1489,49,Others
2843,CUS_0xb22,2023-10-01,78,123,208,74,197,-12,32,-41,105,220,130,160,117,-161,61,265,64,-14,97,34,19703.09,1563.9242,9,9,22.0,7.0,"Mortgage Loan, Personal Loan, Not Specified, Mortgage Loan, Payday Loan, Debt Consolidation Loan, and Payday Loan",32,15,21.51,11.0,Bad,2677.04,23.682,5,Yes,89.23931,103.10113,High_spent_Small_value_payments,224.05199,35,Others
2844,CUS_0xb2a1,2023-10-01,-12,48,85,-24,208,152,-105,24,84,260,112,29,-74,-5,-3,222,109,-20,41,45,14006.745,1017.22876,6,4,7.0,7.0,"Not Specified, Credit-Builder Loan, Home Equity Loan, Not Specified, Not Specified, Not Specified, and Mortgage Loan",12,11,17.06,4.0,Standard,1347.31,35.908134,17,Yes,64.23668,97.26744,Low_spent_Small_value_payments,230.21875,22,Developer
2845,CUS_0xb2bf,2023-10-01,190,128,36,-89,157,165,211,106,125,168,131,-18,233,104,163,-3,260,206,86,48,15649.3,1469.1083,5,7,15.0,2.0,"Student Loan, and Mortgage Loan",14,17,23.32,4.0,Unknown,1960.58,34.940456,18,NM,14.561462,65.32821,Unknown,357.02115,29,Developer
2846,CUS_0xb333,2023-10-01,216,218,188,61,98,83,-23,70,84,96,33,134,166,78,126,269,7,72,216,-57,61699.1,5010.592,4,4,12.0,0.0,Unknown,11,4,8.51,5.0,Good,1320.78,35.96724,29,No,0.0,46.70621,High_spent_Large_value_payments,694.35297,44,Musician
2847,CUS_0xb339,2023-10-01,150,37,97,130,173,-111,144,-18,17,151,73,185,224,103,167,80,183,80,176,101,10363.95,786.6625,10,8,25.0,2.0,"Student Loan, and Mortgage Loan",49,15,12.24,12.0,Standard,2220.97,33.881668,10,Yes,11.451282,105.91874,Unknown,251.29622,38,Media_Manager
2848,CUS_0xb3b,2023-10-01,59,173,50,71,165,140,180,14,35,31,210,-51,296,-48,173,178,145,33,206,10,38714.36,3222.1968,6,8,25.0,6.0,"Student Loan, Payday Loan, Student Loan, Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",22,15,6.58,8.0,Bad,3370.74,27.786926,6,NM,105.58041,140.05049,High_spent_Small_value_payments,336.58875,20,Writer
2849,CUS_0xb443,2023-10-01,-174,180,102,166,182,-54,-80,72,137,21,188,-54,5,-50,346,-61,166,223,129,115,147819.95,12452.33,3,5,15.0,2.0,"Payday Loan, and Debt Consolidation Loan",13,15,9.68,4.0,Standard,1205.02,27.193043,27,No,224.63141,1266.8779,Low_spent_Medium_value_payments,33.723686,21,Doctor
2850,CUS_0xb450,2023-10-01,0,28,202,111,182,-53,218,296,305,189,202,185,-24,121,116,187,95,177,6,234,580744.0,2911.421,1,2,9.0,365.0,Personal Loan,13,8,11.34,4.0,Good,1365.41,26.641453,25,No,15.805627,46.425766,High_spent_Medium_value_payments,478.9107,47,Entrepreneur
2851,CUS_0xb4ca,2023-10-01,221,276,135,190,199,-101,67,139,12,4,130,77,-9,78,59,231,140,94,222,110,34319.66,2876.9717,10,8,22.0,7.0,"Debt Consolidation Loan, Auto Loan, Student Loan, Mortgage Loan, Personal Loan, Debt Consolidation Loan, and Payday Loan",31,20,21.47,10.0,Bad,4300.4,32.95441,2,Yes,188.4758,108.56804,High_spent_Small_value_payments,250.65332,33,Writer
2852,CUS_0xb55e,2023-10-01,115,135,73,-17,66,44,16,132,136,59,269,159,-43,-11,192,132,104,55,233,157,38138.12,3409.1768,3,5,14.0,2.0,"Payday Loan, and Personal Loan",28,9,1.66,9.0,Standard,2064.86,28.07348,11,Yes,57.04168,196.39873,High_spent_Small_value_payments,347.47726,40,Musician
2853,CUS_0xb59a,2023-10-01,159,18,-37,-12,138,70,-22,235,58,101,29,-48,108,213,93,-63,116,64,107,375,36309.76,3097.8132,7,8,16.0,8.0,"Home Equity Loan, Debt Consolidation Loan, Not Specified, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, Auto Loan, and Home Equity Loan",59,18,8.74,10.0,Unknown,1904.87,29.184134,13,Yes,14037.0,43.354397,High_spent_Medium_value_payments,358.76688,30,Media_Manager
2854,CUS_0xb5af,2023-10-01,-68,11,205,233,34,56,181,2,21,209,327,11,-13,72,173,223,1,199,-31,-11,76769.58,6203.465,3,5,7.0,3.0,"Not Specified, Not Specified, and Auto Loan",19,8,11.49,7.0,Good,19.43,29.592634,22,No,190.55385,248.28976,Low_spent_Large_value_payments,451.50287,32,Architect
2855,CUS_0xb5bd,2023-10-01,124,275,228,236,32,173,163,-27,67,-16,45,56,85,133,28,-42,46,-6,202,1,17273.83,1281.4858,9,7,31.0,5.0,"Payday Loan, Personal Loan, Payday Loan, Mortgage Loan, and Payday Loan",17,20,10.57,11.0,Bad,2195.01,25.00891,14,Yes,47.90209,44.088123,Low_spent_Medium_value_payments,316.1584,28,Journalist
2856,CUS_0xb61d,2023-10-01,-6,24,208,158,-72,-24,209,-18,193,174,129,5,192,230,327,36,102,142,177,340,34962.32,2781.5266,3,639,9.0,3.0,"Student Loan, Credit-Builder Loan, and Mortgage Loan",13,7,1.49,1.0,Good,1470.65,26.430866,17,No,74.323875,213.3383,Low_spent_Small_value_payments,280.49048,48,Journalist
2857,CUS_0xb6e6,2023-10-01,95,0,-140,108,33,168,3,181,157,108,225,125,-111,158,123,-211,121,245,206,146,108680.19,9282.683,8,7,5.0,1.0,Mortgage Loan,13,10,12.26,5.0,Unknown,1439.29,32.158016,17,Yes,60.6409,260.60397,High_spent_Medium_value_payments,857.0234,22,Media_Manager
2858,CUS_0xb725,2023-10-01,109,84,118,204,77,144,47,82,163,69,169,204,45,17,132,172,125,-60,63,72,28206.96,2294.58,7,7,25.0,7.0,"Credit-Builder Loan, Debt Consolidation Loan, Payday Loan, Student Loan, Personal Loan, Home Equity Loan, and Personal Loan",51,18,8.74,15.0,Bad,1784.66,35.281708,14,Yes,135.1338,20.816288,Unknown,313.5079,33,Lawyer
2859,CUS_0xb736,2023-10-01,61,154,7,160,193,95,246,121,-44,156,231,84,52,126,31,117,-138,226,72,0,25609.04,2233.0867,6,7,6.0,4.0,"Auto Loan, Payday Loan, Debt Consolidation Loan, and Personal Loan",4,16,19.55,2.0,Standard,1121.06,31.176622,18,Yes,74.36017,63.53778,High_spent_Small_value_payments,345.4107,54,Developer
2860,CUS_0xb76f,2023-10-01,159,169,-52,54,107,29,83,-25,5,123,105,95,255,-24,65,-37,-27,116,163,126,39513.84,2993.82,4,2,11.0,3.0,"Not Specified, Debt Consolidation Loan, and Personal Loan",9,8,9.63,2.0,Good,1029.0,29.292545,28,NM,89.800896,277.1374,High_spent_Small_value_payments,410.4349,45,Musician
2861,CUS_0xb772,2023-10-01,-5,210,95,229,143,-76,180,121,-25,150,89,274,62,-5,97,183,70,98,134,44,41296.81,3680.401,3,6,11.0,1.0,Student Loan,24,1,6.94,1.0,Good,761.2,36.591946,19,No,33.747326,10000.0,High_spent_Large_value_payments,521.7608,30,Entrepreneur
2862,CUS_0xb79c,2023-10-01,58,81,87,214,150,165,27,183,163,139,53,243,113,107,72,12,136,110,177,74,72000.7,5769.604,6,7,19.0,4.0,"Not Specified, Credit-Builder Loan, Home Equity Loan, and Student Loan",19,12,5.18,6.0,Standard,68.41,35.86446,25,No,325.0345,111.26701,Unknown,559.45844,19,Architect
2863,CUS_0xb7bb,2023-10-01,70,227,192,74,25,201,239,206,29,188,29,114,165,29,132,227,130,93,33,316,118717.64,9885.137,3,5,10.0,2.0,"Debt Consolidation Loan, and Mortgage Loan",30,17,8.22,12.0,Standard,718.0,39.149475,26,Yes,141.0908,720.2494,Low_spent_Large_value_payments,397.17346,43,Manager
2864,CUS_0xb832,2023-10-01,191,94,-18,223,316,145,133,187,127,330,173,36,223,117,187,72,60,223,93,190,14125.67,1173.1392,10,10,22.0,8.0,"Auto Loan, Auto Loan, Payday Loan, Home Equity Loan, Not Specified, Credit-Builder Loan, Auto Loan, and Payday Loan",62,24,2.5,7.0,Bad,2426.75,31.320162,18,Yes,48.71804,139.77295,Low_spent_Small_value_payments,218.82294,24,Scientist
2865,CUS_0xb863,2023-10-01,238,33,141,-26,4,190,231,102,272,152,67,113,34,47,30,-27,74,287,232,230,23256.59,1892.0492,6,7,7.0,4.0,"Payday Loan, Credit-Builder Loan, Student Loan, and Auto Loan",13,22,3.41,4.0,Unknown,1216.75,33.762695,16,Yes,56.05877,126.884125,Unknown,296.26202,55,Developer
2866,CUS_0xb882,2023-10-01,35,203,41,8,-31,-48,-84,84,154,113,225,65,230,112,92,-23,210,130,-21,45,55835.7,4617.975,9,5,24.0,8.0,"Auto Loan, Mortgage Loan, Not Specified, Personal Loan, Auto Loan, Mortgage Loan, Student Loan, and Payday Loan",21,18,27.19,13.0,Bad,2802.64,40.035206,8,Yes,74787.0,53.45296,Unknown,389.091,34,Entrepreneur
2867,CUS_0xb88a,2023-10-01,39,67,215,244,140,61,26,224,259,48,180,146,245,114,155,97,81,174,425,151,84355.98,7304.665,4,4,9.0,1.0,Student Loan,3,3,2.07,8.0,Good,641.33,27.264868,19,No,46.35027,101.70362,High_spent_Large_value_payments,822.4126,39,Engineer
2868,CUS_0xb932,2023-10-01,149,1,233,22,130,188,298,108,214,152,85,257,107,118,108,3,209,32,112,159,19949.34,1378.445,8,7,20.0,6.0,"Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, Credit-Builder Loan, and Credit-Builder Loan",53,23,17.83,10.0,Bad,3321.79,30.032629,5,Yes,63.142727,91.71153,High_spent_Small_value_payments,242.99025,20,Doctor
2869,CUS_0xb9e5,2023-10-01,101,-154,130,120,135,-22,119,58,-30,293,47,135,128,-84,-24,157,33,-28,66,216,8681.77,647.48083,6,9,23.0,7.0,"Student Loan, Personal Loan, Not Specified, Not Specified, Debt Consolidation Loan, Debt Consolidation Loan, and Auto Loan",47,21,19.6,17.0,Bad,2216.25,36.739376,14,Yes,28.442188,57.74113,Low_spent_Medium_value_payments,258.56476,44,Media_Manager
2870,CUS_0xba01,2023-10-01,-29,328,96,122,110,-27,201,175,37,9,75,-30,67,115,169,69,39,12,345,173,17844.81,1309.0675,6,5,23.0,6.0,"Home Equity Loan, Debt Consolidation Loan, Not Specified, Home Equity Loan, Not Specified, and Credit-Builder Loan",20,17,27.47,11.0,Unknown,3962.26,32.244232,3,Yes,54.957516,85.650345,High_spent_Small_value_payments,250.29889,41,Musician
2871,CUS_0xba63,2023-10-01,218,86,99,-1,144,64,184,59,45,29,182,67,36,302,149,199,-116,-13,86,-134,22318.49,2130.8743,5,2,7.0,3.0,"Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",8,0,4.86,0.0,Good,947.41,37.990307,18,No,39.917282,282.9162,Low_spent_Small_value_payments,180.25394,20,Journalist
2872,CUS_0xbbdd,2023-10-01,124,86,209,-46,293,1,300,-109,127,24,143,147,137,120,134,140,131,-23,168,102,40146.78,3194.565,6,6,15.0,5.0,"Mortgage Loan, Home Equity Loan, Student Loan, Student Loan, and Home Equity Loan",20,24,16.72,12.0,Bad,3539.88,31.564299,7,Yes,160.78815,21.773188,High_spent_Large_value_payments,376.89517,42,Others
2873,CUS_0xbbf6,2023-10-01,258,40,132,186,137,263,158,148,59,198,134,190,101,12,-19,82,6,159,278,463,65455.16,5194.5967,9,8,32.0,2.0,"Personal Loan, and Student Loan",20,21,4.44,11.0,Bad,1660.53,32.675907,7,NM,84.53938,211.61235,High_spent_Small_value_payments,497.38965,28,Engineer
2874,CUS_0xbc4c,2023-10-01,298,149,246,137,17,8,180,149,58,155,-23,123,-17,22,102,-29,251,85,-87,202,15503.65,1581.9708,3,5,12.0,0.0,Unknown,6,12,9.43,0.0,Standard,466.65,38.68163,19,Yes,11360.0,19.276731,High_spent_Medium_value_payments,388.92035,38,Architect
2875,CUS_0xbc51,2023-10-01,25,285,205,387,29,50,222,44,-17,51,162,166,202,119,100,134,65,26,32,18,32881.92,2733.16,4,7,10.0,2.0,"Mortgage Loan, and Personal Loan",11,1,4.6,0.0,Good,479.81,28.371832,19,No,33.2432,10000.0,Low_spent_Small_value_payments,394.41516,36,Architect
2876,CUS_0xbc5e,2023-10-01,27,25,52,25,332,285,135,169,68,265,240,169,-65,130,271,229,-3,70,-38,85,95011.64,7936.6367,3,6,11.0,4.0,"Auto Loan, Personal Loan, Home Equity Loan, and Credit-Builder Loan",29,14,11.02,6.0,Standard,1166.08,41.149647,21,Yes,291.80795,113.385704,High_spent_Large_value_payments,628.47003,37,Others
2877,CUS_0xbec2,2023-10-01,51,76,126,198,-40,74,275,19,57,261,21,197,80,58,149,201,65,181,27,298,9133.965,494.16376,6,10,21.0,6.0,"Personal Loan, Home Equity Loan, Payday Loan, Not Specified, Mortgage Loan, and Personal Loan",12,9,8.13,9.0,Standard,2552.06,36.256985,12,Yes,41.73976,16.80723,Low_spent_Large_value_payments,260.8694,45,Architect
2878,CUS_0xbf4c,2023-10-01,-54,86,-69,-88,95,248,-7,70,92,260,265,265,151,79,61,292,272,11,-2,44,14649.275,1118.773,3,5,9.0,0.0,Unknown,3,0,5.65,2.0,Good,554.58,29.376429,23,No,0.0,92.31485,Low_spent_Small_value_payments,309.56244,26,Others
2879,CUS_0xbf5c,2023-10-01,-74,73,121,165,-13,177,69,221,415,201,257,140,20,46,237,32,177,219,247,114,39656.72,3369.7266,7,9,28.0,7.0,"Mortgage Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, Credit-Builder Loan, Not Specified, and Payday Loan",41,22,26.05,6.0,Unknown,3535.37,37.19,13,Yes,125.84767,121.03434,Low_spent_Large_value_payments,360.09067,33,Manager
2880,CUS_0xc096,2023-10-01,202,75,465,316,90,122,-77,161,13,227,51,319,137,207,-26,-6,57,272,74,-5,136399.95,11510.663,6,54,19.0,1.0,Personal Loan,20,12,12.31,2544.0,Standard,347.51,39.23232,7,Yes,61.006733,1212.413,Unknown,167.64668,19,Media_Manager
2881,CUS_0xc18e,2023-10-01,332,158,182,85,158,37,175,115,-10,-53,132,98,118,245,140,85,41,-6,122,-92,172205.95,14293.497,2,2,7.0,2.0,"Personal Loan, and Home Equity Loan",15,4,6.62,4.0,Good,1224.88,37.75958,25,NM,175.60376,386.61798,High_spent_Medium_value_payments,1117.1279,45,Musician
2882,CUS_0xc1f,2023-10-01,130,45,167,126,172,174,194,134,-47,-22,83,2,88,146,264,114,173,163,-129,109,9000.425,703.0354,7,4,31.0,3.0,"Debt Consolidation Loan, Auto Loan, and Personal Loan",22,8,18.78,7.0,Standard,1662.33,37.37773,14,Yes,11.682178,55.99459,Low_spent_Small_value_payments,292.62677,21,Architect
2883,CUS_0xc28c,2023-10-01,4,129,-18,167,-2,233,94,124,177,295,-45,45,106,126,217,45,65,122,122,150,19899.64,1759.3033,5,3,6.0,2.0,"Student Loan, and Auto Loan",4,11,4.85,4.0,Good,714.58,22.730337,27,No,17.125813,28.711779,High_spent_Medium_value_payments,380.09274,24,Developer
2884,CUS_0xc30b,2023-10-01,87,-106,71,-99,86,357,324,19,56,148,145,154,132,294,274,1,167,105,173,158,96562.8,7671.251,1,1,7.0,4.0,"Personal Loan, Payday Loan, Not Specified, and Payday Loan",14,12,1.16,9.0,Good,12.41,30.597992,24,No,561.24585,626.83826,Unknown,133.75514,40,Engineer
2885,CUS_0xc341,2023-10-01,78,34,26,258,244,7,61,80,169,231,165,21,68,143,58,163,54,155,-78,0,43581.13,3566.7607,4,3,9.0,3.0,"Auto Loan, Student Loan, and Student Loan",18,3,8.56,2.0,Good,900.83,38.499096,23,No,103.03308,136.72037,High_spent_Small_value_payments,376.92264,51,Architect
2886,CUS_0xc36d,2023-10-01,77,112,187,40,112,104,148,25,295,171,230,107,7,162,106,110,114,37,387,224,119433.42,10099.785,0,3,2.0,3.0,"Debt Consolidation Loan, Personal Loan, and Mortgage Loan",15,12,7.22,4.0,Unknown,945.3,24.493261,26,No,256.34375,934.29224,Low_spent_Medium_value_payments,99.34252,35,Entrepreneur
2887,CUS_0xc47c,2023-10-01,200,127,-18,65,199,138,163,252,129,176,69,122,164,131,154,254,237,104,245,232,33652.17,2602.3474,2,5,8.0,1.0,Debt Consolidation Loan,13,10,4.07,1.0,Good,306.53,36.829353,16,No,18.995377,222.04033,Low_spent_Small_value_payments,309.19904,33,Engineer
2888,CUS_0xc4b6,2023-10-01,107,157,40,150,-53,97,42,5,94,35,97,88,165,141,156,-35,-87,53,82,191,119491.24,9782.604,1,5,10.0,2.0,"Mortgage Loan, and Payday Loan",16,1,10.34,3.0,Good,735.75,41.225533,17,No,118.06078,337.50986,High_spent_Medium_value_payments,772.6897,32,Musician
